,Route,Attempted,Succeeded,Temperature AVG,Relative Humidity AVG,Wind Speed Daily AVG,Wind Direction AVG,Solar Radiation AVG
5383,glacier only - no summit attempt,1,1,33.31875,60.20041667,7.140916667000001,116.29458329999999,227.597125
4358,Disappointment Cleaver,1,0,38.96666667,57.53291667,26.49375,274.8,292.17425
1614,Emmons-Winthrop,1,1,39.15708333,71.17625,24.91166667,260.21666669999996,182.5133333
4455,Disappointment Cleaver,1,0,37.57708333,67.60041667,7.06175,125.38779170000001,337.99041669999997
2260,Disappointment Cleaver,1,0,27.265,80.21208333,5.009375,198.077125,205.9569583
258,Disappointment Cleaver,1,0,34.73375,52.70166667,6.354375,30.35875,200.940625
1350,Disappointment Cleaver,1,0,46.55333333,30.25375,6.036208332999999,252.915,295.18425
4362,Little Tahoma,1,0,40.17125,36.86833333,9.813375,247.1904167,352.442875
2063,Disappointment Cleaver,1,1,52.54125,39.97458333,15.25883333,23.74833333,199.0620833
1031,Disappointment Cleaver,1,1,44.68791667,26.80133333,24.80958333,17.51666667,281.0450417
2347,Disappointment Cleaver,1,0,39.98208333,68.69458333,19.50670833,24.84125,309.638125
2293,Emmons-Winthrop,1,0,29.43291667,97.86916667,33.001875,211.21083330000002,182.8830833
770,Disappointment Cleaver,1,0,32.07875,66.61916667,33.07875,238.1875,201.78916669999998
3607,Disappointment Cleaver,1,0,31.41125,80.40458333,13.34379167,242.9666667,240.7595833
4830,Disappointment Cleaver,1,0,26.23875,83.00083333,2.066375,154.61875,10.03241667
4309,Disappointment Cleaver,1,1,32.82458333,87.04375,10.558625,234.41875,144.2045
1836,Disappointment Cleaver,1,1,42.45083333,43.5075,4.640541667,20.59791667,308.749
324,Disappointment Cleaver,1,1,23.02125,60.216125,11.10675,13.96916667,90.693
3632,Emmons-Winthrop,1,1,33.59208333,49.67583333,19.79295833,273.6166667,297.3104583
5174,Disappointment Cleaver,1,0,10.855,90.76958333,17.00741667,203.18333330000002,0.0
3589,Emmons-Winthrop,1,1,31.41125,80.40458333,13.34379167,242.9666667,240.7595833
3536,Kautz Glacier,1,1,38.03375,43.06458333,5.631583332999999,148.7572917,351.3125
596,Disappointment Cleaver,1,0,24.97708333,74.395,4.64325,221.5945833,221.49400000000003
5237,Ingraham Direct,1,0,31.91166667,18.28416667,6.339541667000001,138.339375,26.78758333
450,Disappointment Cleaver,1,0,52.30416667,18.9025,12.39225,278.9,234.3315833
2774,Disappointment Cleaver,1,1,48.76583333,52.98708333,3.8235416669999998,130.49395829999997,249.2470833
4563,Disappointment Cleaver,1,1,35.50541667,55.14625,4.602791667,163.7657083,40.73991667
552,Disappointment Cleaver,1,0,35.25291667,48.96291667,3.89525,235.4966667,248.5455
2612,Little Tahoma,1,0,37.98625,47.64541667,2.382125,207.16666669999998,345.6050417
3809,Disappointment Cleaver,1,0,40.29708333,39.14,9.701375,19.75291667,358.0332917
4176,Emmons-Winthrop,1,1,53.21166667,30.91625,3.1011666669999998,217.22883330000002,355.6503333
3548,Disappointment Cleaver,1,1,38.03375,43.06458333,5.631583332999999,148.7572917,351.3125
1451,Disappointment Cleaver,1,0,40.04916667,77.10333333,14.9015,245.56375,170.0025833
2894,Disappointment Cleaver,1,0,45.18541667,55.22875,16.93216667,22.45291667,349.9249583
2718,Disappointment Cleaver,1,1,40.66333333,69.77416667,21.65779167,273.03333330000004,231.46820830000001
491,Disappointment Cleaver,1,1,47.29416667,25.0825,7.66225,208.80083330000002,241.27829169999998
329,Disappointment Cleaver,1,1,23.02125,60.216125,11.10675,13.96916667,90.693
2751,Emmons-Winthrop,1,1,47.20208333,55.71291667,4.892166667,135.0912083,252.26125
5411,Disappointment Cleaver,1,1,28.23833333,100.0,0.897625,259.6458333,114.40083329999999
4625,Liberty RIngraham Directge,1,0,33.09125,83.53666667,6.95925,61.31625,0.212708333
4769,Disappointment Cleaver,1,1,31.28083333,55.86166667,3.632791667,148.240375,28.800125
1168,Disappointment Cleaver,1,0,43.20875,14.29633333,19.14175,19.62958333,293.7495
4799,Disappointment Cleaver,1,1,31.08541667,45.71958333,1.597666667,267.87125,42.54783333
1505,Disappointment Cleaver,1,0,49.99208333,30.82541667,24.7425,271.9333333,276.0485
1011,Disappointment Cleaver,1,1,44.68791667,26.80133333,24.80958333,17.51666667,281.0450417
5007,Disappointment Cleaver,1,0,24.45458333,47.96666667,42.57208333,272.9375,0.0
607,Disappointment Cleaver,1,0,24.97708333,74.395,4.64325,221.5945833,221.49400000000003
1636,Disappointment Cleaver,1,0,39.15708333,71.17625,24.91166667,260.21666669999996,182.5133333
1445,Disappointment Cleaver,1,0,40.04916667,77.10333333,14.9015,245.56375,170.0025833
5130,Disappointment Cleaver,1,0,14.16520833,65.17416667,53.663875,262.6145833,0.0
1759,Disappointment Cleaver,1,0,37.20791667,71.93125,27.72875,202.2658333,240.0982083
4210,Fuhrers Finger,1,0,38.94666667,50.58708333,5.9370833329999995,153.6,359.3387917
2046,Emmons-Winthrop,1,0,46.85875,49.985,16.14779167,24.4925,196.61991669999998
278,Disappointment Cleaver,1,0,34.73375,52.70166667,6.354375,30.35875,200.940625
5022,Ingraham Direct,1,0,30.66458333,30.90483333,6.0655,141.95708330000002,44.96
4,Disappointment Cleaver,1,0,31.3,21.69070833,2.245833333,117.54966670000002,93.66041667
4229,Disappointment Cleaver,1,1,38.94666667,50.58708333,5.9370833329999995,153.6,359.3387917
1985,Emmons-Winthrop,1,1,41.29625,39.34041667,9.768666667,26.96041667,321.4156667
2978,Disappointment Cleaver,1,1,54.94875,28.75125,1.358333333,28.05416667,351.9732917
2799,Disappointment Cleaver,1,1,48.91333333,47.2225,3.00025,33.93708333,344.3869583
3800,Disappointment Cleaver,1,0,40.29708333,39.14,9.701375,19.75291667,358.0332917
5169,Disappointment Cleaver,1,0,29.22708333,53.87708333,57.425,271.7916667,0.0
3806,Disappointment Cleaver,1,0,40.29708333,39.14,9.701375,19.75291667,358.0332917
327,Disappointment Cleaver,1,1,23.02125,60.216125,11.10675,13.96916667,90.693
2676,Emmons-Winthrop,1,1,33.37666667,90.77416667,24.12541667,268.4125,220.184875
4489,Disappointment Cleaver,1,1,31.53666667,72.90083333,3.442375,229.7284167,187.92495830000001
4855,Disappointment Cleaver,1,1,25.05958333,97.11666667,4.398875,98.80383333,0.0
3599,Disappointment Cleaver,1,0,31.41125,80.40458333,13.34379167,242.9666667,240.7595833
373,Disappointment Cleaver,1,0,42.59166667,17.42758333,14.43820833,20.535,207.5935
612,Disappointment Cleaver,1,0,24.97708333,74.395,4.64325,221.5945833,221.49400000000003
2716,Disappointment Cleaver,1,1,40.66333333,69.77416667,21.65779167,273.03333330000004,231.46820830000001
3253,Disappointment Cleaver,1,1,48.94125,56.53375,11.08508333,229.85291669999998,354.126125
1035,Disappointment Cleaver,1,0,44.68791667,26.80133333,24.80958333,17.51666667,281.0450417
2903,Emmons-Winthrop,1,1,45.18541667,55.22875,16.93216667,22.45291667,349.9249583
1139,Disappointment Cleaver,1,1,43.20875,14.29633333,19.14175,19.62958333,293.7495
3436,Disappointment Cleaver,1,1,53.75416667,35.88125,13.615125,276.0791667,353.99733330000004
712,Disappointment Cleaver,1,0,20.42208333,90.81,8.345,195.80375,214.4229167
5083,Wilson Headwall,1,0,21.72125,46.13583333,6.800083333,246.0141667,14.9675
5199,Disappointment Cleaver,1,0,27.38791667,55.47,32.96583333,273.825,0.0
4043,Emmons-Winthrop,1,1,39.88916667,12.741125,14.657875,33.32166667,368.0560833
3109,Fuhrers Finger,1,1,53.84916667,12.449875,4.410291667,73.58833333,361.3922083
3855,Emmons-Winthrop,1,1,35.51375,64.3275,7.011958333,29.11708333,343.898
2493,Kautz Glacier,1,1,49.7325,49.06958333,3.9822916669999997,226.1925,328.9838333
1293,Disappointment Cleaver,1,1,46.55333333,30.25375,6.036208332999999,252.915,295.18425
3138,Emmons-Winthrop,1,0,48.49208333,50.48333333,2.755416667,183.66875,328.7606667
4590,glacier only - no summit attempt,1,0,35.88083333,74.25708333,7.274916667,103.8366667,25.60783333
2265,Disappointment Cleaver,1,0,27.265,80.21208333,5.009375,198.077125,205.9569583
1116,Disappointment Cleaver,1,0,44.36916667,18.2605,4.4974166669999995,55.20091667,281.860625
635,Disappointment Cleaver,1,0,24.97708333,74.395,4.64325,221.5945833,221.49400000000003
459,Disappointment Cleaver,1,0,52.30416667,18.9025,12.39225,278.9,234.3315833
316,Disappointment Cleaver,1,1,23.02125,60.216125,11.10675,13.96916667,90.693
2498,Kautz Glacier,1,1,49.7325,49.06958333,3.9822916669999997,226.1925,328.9838333
2444,Emmons-Winthrop,1,0,49.15458333,32.24525,8.580916667,189.9991667,334.19675
1503,Disappointment Cleaver,1,1,49.99208333,30.82541667,24.7425,271.9333333,276.0485
5472,Disappointment Cleaver,1,0,32.85733333,100.0,65.11066667,254.27333330000002,16.5938
1786,Disappointment Cleaver,1,1,42.45083333,43.5075,4.640541667,20.59791667,308.749
1357,Emmons-Winthrop,1,1,46.55333333,30.25375,6.036208332999999,252.915,295.18425
3885,Disappointment Cleaver,1,1,35.51375,64.3275,7.011958333,29.11708333,343.898
2926,Disappointment Cleaver,1,1,47.63541667,46.01083333,2.864833333,30.16916667,333.7253333
4552,Disappointment Cleaver,1,1,35.50541667,55.14625,4.602791667,163.7657083,40.73991667
2659,Disappointment Cleaver,1,1,32.21958333,92.41416667,11.55325,226.942625,252.476625
1496,Disappointment Cleaver,1,1,49.99208333,30.82541667,24.7425,271.9333333,276.0485
3405,Disappointment Cleaver,1,0,54.57583333,40.18583333,18.14608333,278.59166669999996,245.01154169999998
4803,Disappointment Cleaver,1,1,31.08541667,45.71958333,1.597666667,267.87125,42.54783333
4257,Liberty RIngraham Directge,1,1,29.01333333,85.95333333,2.220333333,227.6720833,284.8479167
3491,Disappointment Cleaver,1,1,49.23875,37.54708333,5.079166667,143.1625,353.6944583
3245,Disappointment Cleaver,1,1,48.94125,56.53375,11.08508333,229.85291669999998,354.126125
2247,Emmons-Winthrop,1,0,27.265,80.21208333,5.009375,198.077125,205.9569583
1499,Disappointment Cleaver,1,1,49.99208333,30.82541667,24.7425,271.9333333,276.0485
2556,Disappointment Cleaver,1,0,43.04166667,55.07208333,6.003458332999999,198.60375,334.0260417
397,Disappointment Cleaver,1,0,51.76,27.91541667,19.81575,220.86625,238.10541669999998
26,Disappointment Cleaver,1,0,31.82291667,62.33708333,13.12504167,153.9316667,196.3752083
1006,Disappointment Cleaver,1,0,43.36666667,22.565875,22.82541667,17.94333333,236.7139583
1539,Disappointment Cleaver,1,1,51.37583333,46.14041667,6.6737083329999995,171.633375,208.6705
3129,Emmons-Winthrop,1,1,48.49208333,50.48333333,2.755416667,183.66875,328.7606667
1167,Disappointment Cleaver,1,0,43.20875,14.29633333,19.14175,19.62958333,293.7495
1430,Disappointment Cleaver,1,0,40.04916667,77.10333333,14.9015,245.56375,170.0025833
3510,Emmons-Winthrop,1,1,49.23875,37.54708333,5.079166667,143.1625,353.6944583
232,Disappointment Cleaver,1,0,40.44916667,63.53708333,7.9539166670000006,34.0375,219.4595
4441,Fuhrers Finger,1,0,37.57708333,67.60041667,7.06175,125.38779170000001,337.99041669999997
704,Disappointment Cleaver,1,0,20.42208333,90.81,8.345,195.80375,214.4229167
3638,Emmons-Winthrop,1,0,33.59208333,49.67583333,19.79295833,273.6166667,297.3104583
2128,Disappointment Cleaver,1,0,52.78625,19.12333333,14.71504167,243.7625,327.84616669999997
5228,Disappointment Cleaver,1,0,33.02833333,26.12733333,12.34270833,16.41208333,10.20933333
3847,Disappointment Cleaver,1,1,38.61666667,33.18291667,9.260916667,28.18208333,352.22116669999997
1687,Disappointment Cleaver,1,1,37.08375,48.48666667,30.84,264.2958333,170.5599167
3465,Disappointment Cleaver,1,0,53.75416667,35.88125,13.615125,276.0791667,353.99733330000004
3185,Kautz Glacier,1,1,48.49208333,50.48333333,2.755416667,183.66875,328.7606667
1223,Disappointment Cleaver,1,0,51.13958333,25.71416667,4.838666667,49.57458333,287.292125
2586,Disappointment Cleaver,1,1,39.01,44.30583333,5.761708333,215.84058330000002,314.619375
2082,Emmons-Winthrop,1,0,52.78625,19.12333333,14.71504167,243.7625,327.84616669999997
1656,Disappointment Cleaver,1,0,39.15708333,71.17625,24.91166667,260.21666669999996,182.5133333
4505,Kautz Glacier,1,1,32.7775,49.44625,2.176375,217.676125,30.99041667
2943,Kautz Glacier,1,1,47.63541667,46.01083333,2.864833333,30.16916667,333.7253333
1280,Disappointment Cleaver,1,0,49.47041667,39.9375,4.31375,244.5733333,290.5622917
5418,Disappointment Cleaver,1,1,28.23833333,100.0,0.897625,259.6458333,114.40083329999999
5330,Gibralter Ledges,1,1,23.08625,22.53516667,9.464208333,207.66745830000002,0.0
5156,glacier only - no summit attempt,1,0,8.220708333,81.88125,5.4999583329999995,174.52716669999998,0.397291667
608,Disappointment Cleaver,1,0,24.97708333,74.395,4.64325,221.5945833,221.49400000000003
1425,Disappointment Cleaver,1,0,40.04916667,77.10333333,14.9015,245.56375,170.0025833
2767,Emmons-Winthrop,1,0,48.76583333,52.98708333,3.8235416669999998,130.49395829999997,249.2470833
2771,Emmons-Winthrop,1,0,48.76583333,52.98708333,3.8235416669999998,130.49395829999997,249.2470833
4742,Disappointment Cleaver,1,0,29.47333333,91.06,6.361583333,79.80166667,21.76520833
2423,Kautz Glacier,1,1,41.5075,23.71291667,23.71208333,163.2116667,318.05425
3433,Disappointment Cleaver,1,1,53.75416667,35.88125,13.615125,276.0791667,353.99733330000004
188,Disappointment Cleaver,1,0,37.6425,68.0775,31.28666667,40.02583333,215.14358330000002
2476,Disappointment Cleaver,1,0,49.15458333,32.24525,8.580916667,189.9991667,334.19675
5316,Ingraham Direct,1,1,27.86,23.49420833,4.405791667,232.66575,0.0
4623,Liberty RIngraham Directge,1,0,33.09125,83.53666667,6.95925,61.31625,0.212708333
4768,Disappointment Cleaver,1,1,31.28083333,55.86166667,3.632791667,148.240375,28.800125
2985,Disappointment Cleaver,1,1,54.94875,28.75125,1.358333333,28.05416667,351.9732917
144,Disappointment Cleaver,1,0,37.40666667,17.20541667,13.77908333,149.3954167,221.8321667
3454,Disappointment Cleaver,1,1,53.75416667,35.88125,13.615125,276.0791667,353.99733330000004
4948,Little Tahoma,1,0,31.01416667,72.705,3.497208333,212.65795830000002,37.42945833
3764,Disappointment Cleaver,1,1,40.29708333,39.14,9.701375,19.75291667,358.0332917
2629,Kautz Glacier,1,0,37.98625,47.64541667,2.382125,207.16666669999998,345.6050417
1934,Disappointment Cleaver,1,1,37.44,38.43166667,7.56075,17.995,304.6057083
5468,Disappointment Cleaver,1,0,29.70291667,100.0,45.915,278.0541667,37.87370833
2778,Disappointment Cleaver,1,1,48.76583333,52.98708333,3.8235416669999998,130.49395829999997,249.2470833
4537,Disappointment Cleaver,1,0,32.7775,49.44625,2.176375,217.676125,30.99041667
4005,Little Tahoma,1,1,39.88916667,12.741125,14.657875,33.32166667,368.0560833
3853,Emmons-Winthrop,1,1,35.51375,64.3275,7.011958333,29.11708333,343.898
1673,Emmons-Winthrop,1,1,37.08375,48.48666667,30.84,264.2958333,170.5599167
5412,Disappointment Cleaver,1,1,28.23833333,100.0,0.897625,259.6458333,114.40083329999999
4501,Disappointment Cleaver,1,0,31.53666667,72.90083333,3.442375,229.7284167,187.92495830000001
4686,Disappointment Cleaver,1,0,32.22541667,78.09416667,16.36125,69.58875,27.30241667
4765,Disappointment Cleaver,1,1,31.28083333,55.86166667,3.632791667,148.240375,28.800125
2807,Disappointment Cleaver,1,0,48.91333333,47.2225,3.00025,33.93708333,344.3869583
1406,Disappointment Cleaver,1,0,41.62791667,19.56183333,7.595541667000001,228.6825,305.5728333
2726,Disappointment Cleaver,1,0,40.66333333,69.77416667,21.65779167,273.03333330000004,231.46820830000001
1322,Disappointment Cleaver,1,0,46.55333333,30.25375,6.036208332999999,252.915,295.18425
3655,Kautz Cleaver,1,1,35.0875,40.37208333,2.47725,149.27625,358.7460833
3553,Disappointment Cleaver,1,1,38.03375,43.06458333,5.631583332999999,148.7572917,351.3125
1434,Disappointment Cleaver,1,0,40.04916667,77.10333333,14.9015,245.56375,170.0025833
56,Disappointment Cleaver,1,0,35.105,23.76833333,4.5570833330000005,188.2135833,201.89120830000002
2576,Kautz Glacier,1,0,39.01,44.30583333,5.761708333,215.84058330000002,314.619375
997,Disappointment Cleaver,1,1,43.36666667,22.565875,22.82541667,17.94333333,236.7139583
5065,Disappointment Cleaver,1,0,31.68375,45.21333333,14.787375,199.755875,41.20166667
551,Disappointment Cleaver,1,0,35.25291667,48.96291667,3.89525,235.4966667,248.5455
2051,Emmons-Winthrop,1,0,46.85875,49.985,16.14779167,24.4925,196.61991669999998
1441,Disappointment Cleaver,1,0,40.04916667,77.10333333,14.9015,245.56375,170.0025833
1938,Disappointment Cleaver,1,1,37.44,38.43166667,7.56075,17.995,304.6057083
1847,Disappointment Cleaver,1,1,42.45083333,43.5075,4.640541667,20.59791667,308.749
2754,Disappointment Cleaver,1,1,47.20208333,55.71291667,4.892166667,135.0912083,252.26125
3024,Disappointment Cleaver,1,1,55.1375,20.55941667,0.753458333,90.53458333,357.3411667
2103,Disappointment Cleaver,1,1,52.78625,19.12333333,14.71504167,243.7625,327.84616669999997
3994,Disappointment Cleaver,1,1,31.21583333,45.76625,1.7863333330000002,29.30041667,364.5174167
4699,Disappointment Cleaver,1,1,31.2,75.00458333,11.31595833,83.57208333,0.129958333
4760,Disappointment Cleaver,1,0,28.76875,86.63041667,5.22225,193.9629167,4.549958333
4479,Disappointment Cleaver,1,0,34.4575,73.66541667,4.211208333,194.5708333,351.78479169999997
2459,Disappointment Cleaver,1,1,49.15458333,32.24525,8.580916667,189.9991667,334.19675
3442,Disappointment Cleaver,1,1,53.75416667,35.88125,13.615125,276.0791667,353.99733330000004
909,Disappointment Cleaver,1,0,40.64875,66.89916667,38.68416667,21.47416667,250.302375
2342,Disappointment Cleaver,1,0,39.98208333,68.69458333,19.50670833,24.84125,309.638125
2875,Disappointment Cleaver,1,0,45.18541667,55.22875,16.93216667,22.45291667,349.9249583
2752,Disappointment Cleaver,1,1,47.20208333,55.71291667,4.892166667,135.0912083,252.26125
1588,Kautz Glacier,1,0,45.62583333,54.49666667,9.515125,194.9952083,181.97529169999999
1465,Disappointment Cleaver,1,0,40.04916667,77.10333333,14.9015,245.56375,170.0025833
861,Disappointment Cleaver,1,0,30.81956522,96.96086957,18.22691304,58.79304348,33.10091304
1666,Emmons-Winthrop,1,1,37.08375,48.48666667,30.84,264.2958333,170.5599167
3872,Disappointment Cleaver,1,1,35.51375,64.3275,7.011958333,29.11708333,343.898
567,Disappointment Cleaver,1,0,28.99416667,74.715,11.76808333,213.9854167,241.9712917
5258,Fuhrer's Finger,1,0,29.34916667,26.28670833,4.898791667,181.6716667,10.899125
4426,Curtis RIngraham Directge,1,0,36.655,71.65125,24.68633333,274.7666667,245.2959167
3588,Emmons-Winthrop,1,1,31.41125,80.40458333,13.34379167,242.9666667,240.7595833
1009,Disappointment Cleaver,1,1,44.68791667,26.80133333,24.80958333,17.51666667,281.0450417
1957,Disappointment Cleaver,1,0,37.44,38.43166667,7.56075,17.995,304.6057083
3131,Emmons-Winthrop,1,1,48.49208333,50.48333333,2.755416667,183.66875,328.7606667
2585,Disappointment Cleaver,1,1,39.01,44.30583333,5.761708333,215.84058330000002,314.619375
4578,Disappointment Cleaver,1,0,35.50541667,55.14625,4.602791667,163.7657083,40.73991667
2239,Success Cleaver,1,0,27.265,80.21208333,5.009375,198.077125,205.9569583
3374,Kautz Glacier,1,0,54.57583333,40.18583333,18.14608333,278.59166669999996,245.01154169999998
2548,Disappointment Cleaver,1,1,43.04166667,55.07208333,6.003458332999999,198.60375,334.0260417
409,Disappointment Cleaver,1,0,51.76,27.91541667,19.81575,220.86625,238.10541669999998
1495,Disappointment Cleaver,1,1,49.99208333,30.82541667,24.7425,271.9333333,276.0485
1728,Disappointment Cleaver,1,1,37.20791667,71.93125,27.72875,202.2658333,240.0982083
1148,Disappointment Cleaver,1,1,43.20875,14.29633333,19.14175,19.62958333,293.7495
2496,Kautz Glacier,1,1,49.7325,49.06958333,3.9822916669999997,226.1925,328.9838333
827,Disappointment Cleaver,1,0,32.31,100.0,25.74,234.5,0.0
5190,Ingraham Direct,1,0,15.28416667,83.18833333,26.54208333,203.2833333,0.0
1408,Disappointment Cleaver,1,0,41.62791667,19.56183333,7.595541667000001,228.6825,305.5728333
3494,Disappointment Cleaver,1,0,49.23875,37.54708333,5.079166667,143.1625,353.6944583
3690,glacier only - no summit attempt,1,0,31.90166667,65.75875,9.339041667,177.5125,329.4286667
2615,Disappointment Cleaver,1,1,37.98625,47.64541667,2.382125,207.16666669999998,345.6050417
3240,Disappointment Cleaver,1,1,48.94125,56.53375,11.08508333,229.85291669999998,354.126125
2240,Success Cleaver,1,0,27.265,80.21208333,5.009375,198.077125,205.9569583
207,Disappointment Cleaver,1,0,40.44916667,63.53708333,7.9539166670000006,34.0375,219.4595
4643,Disappointment Cleaver,1,1,33.09125,83.53666667,6.95925,61.31625,0.212708333
3520,Emmons-Winthrop,1,1,39.39958333,69.98416667,9.057708332999999,216.18208330000002,248.0507917
52,Disappointment Cleaver,1,1,35.105,23.76833333,4.5570833330000005,188.2135833,201.89120830000002
4519,Disappointment Cleaver,1,1,32.7775,49.44625,2.176375,217.676125,30.99041667
388,Disappointment Cleaver,1,1,51.76,27.91541667,19.81575,220.86625,238.10541669999998
2912,Emmons-Winthrop,1,1,47.63541667,46.01083333,2.864833333,30.16916667,333.7253333
1515,Disappointment Cleaver,1,0,49.99208333,30.82541667,24.7425,271.9333333,276.0485
907,Disappointment Cleaver,1,0,40.64875,66.89916667,38.68416667,21.47416667,250.302375
2883,Disappointment Cleaver,1,0,45.18541667,55.22875,16.93216667,22.45291667,349.9249583
627,Disappointment Cleaver,1,0,24.97708333,74.395,4.64325,221.5945833,221.49400000000003
4545,Kautz Glacier,1,1,35.50541667,55.14625,4.602791667,163.7657083,40.73991667
1497,Disappointment Cleaver,1,1,49.99208333,30.82541667,24.7425,271.9333333,276.0485
618,Disappointment Cleaver,1,0,24.97708333,74.395,4.64325,221.5945833,221.49400000000003
4678,Disappointment Cleaver,1,1,32.22541667,78.09416667,16.36125,69.58875,27.30241667
2709,Disappointment Cleaver,1,1,40.66333333,69.77416667,21.65779167,273.03333330000004,231.46820830000001
1444,Disappointment Cleaver,1,0,40.04916667,77.10333333,14.9015,245.56375,170.0025833
36,Disappointment Cleaver,1,1,38.33541667,27.02541667,17.11520833,270.8666667,201.85258330000002
2183,Fuhrers Finger,1,0,40.95583333,50.64916667,7.499333332999999,227.9012083,326.1535417
4163,Disappointment Cleaver,1,1,53.21166667,30.91625,3.1011666669999998,217.22883330000002,355.6503333
4100,Disappointment Cleaver,1,1,48.69,13.59708333,4.309125,22.21325,363.666625
2273,Disappointment Cleaver,1,0,27.265,80.21208333,5.009375,198.077125,205.9569583
2865,Disappointment Cleaver,1,0,45.18541667,55.22875,16.93216667,22.45291667,349.9249583
1468,Disappointment Cleaver,1,0,40.04916667,77.10333333,14.9015,245.56375,170.0025833
3896,Disappointment Cleaver,1,1,35.51375,64.3275,7.011958333,29.11708333,343.898
4495,Disappointment Cleaver,1,1,31.53666667,72.90083333,3.442375,229.7284167,187.92495830000001
5324,Gibralter Ledges,1,1,24.57416667,75.43125,7.395958332999999,266.0908333,0.0
4125,Kautz Glacier,1,0,48.62875,20.28375,9.727375,55.14583333,362.4339167
1344,Disappointment Cleaver,1,0,46.55333333,30.25375,6.036208332999999,252.915,295.18425
2975,Disappointment Cleaver,1,1,54.94875,28.75125,1.358333333,28.05416667,351.9732917
2432,Disappointment Cleaver,1,0,41.5075,23.71291667,23.71208333,163.2116667,318.05425
430,Disappointment Cleaver,1,1,52.30416667,18.9025,12.39225,278.9,234.3315833
1421,Disappointment Cleaver,1,1,40.04916667,77.10333333,14.9015,245.56375,170.0025833
3134,Emmons-Winthrop,1,1,48.49208333,50.48333333,2.755416667,183.66875,328.7606667
1069,Disappointment Cleaver,1,1,44.36916667,18.2605,4.4974166669999995,55.20091667,281.860625
3932,Kautz Glacier,1,1,32.69458333,70.2725,2.7260000000000004,30.691,362.93758330000003
3943,Disappointment Cleaver,1,1,32.69458333,70.2725,2.7260000000000004,30.691,362.93758330000003
3119,Disappointment Cleaver,1,0,53.84916667,12.449875,4.410291667,73.58833333,361.3922083
668,Disappointment Cleaver,1,0,21.42833333,90.97875,5.825083332999999,173.56916669999998,141.671125
2997,Disappointment Cleaver,1,0,54.94875,28.75125,1.358333333,28.05416667,351.9732917
2352,Kautz Glacier,1,0,38.75666667,43.62791667,5.683125,18.71875,301.8440417
3272,Disappointment Cleaver,1,0,48.94125,56.53375,11.08508333,229.85291669999998,354.126125
2186,Emmons-Winthrop,1,1,40.95583333,50.64916667,7.499333332999999,227.9012083,326.1535417
5198,Ingraham Direct,1,0,15.28416667,83.18833333,26.54208333,203.2833333,0.0
5241,Ingraham Direct,1,0,31.91166667,18.28416667,6.339541667000001,138.339375,26.78758333
32,Disappointment Cleaver,1,0,36.06416667,47.017375,6.4459166670000005,247.3183333,176.2655417
2800,Disappointment Cleaver,1,1,48.91333333,47.2225,3.00025,33.93708333,344.3869583
3630,Emmons-Winthrop,1,1,33.59208333,49.67583333,19.79295833,273.6166667,297.3104583
890,Disappointment Cleaver,1,0,40.64875,66.89916667,38.68416667,21.47416667,250.302375
1176,Disappointment Cleaver,1,0,43.20875,14.29633333,19.14175,19.62958333,293.7495
4548,Disappointment Cleaver,1,1,35.50541667,55.14625,4.602791667,163.7657083,40.73991667
2234,Little Tahoma,1,1,33.30333333,52.5,7.444625,191.560875,278.7935833
1415,Disappointment Cleaver,1,1,40.04916667,77.10333333,14.9015,245.56375,170.0025833
4132,Disappointment Cleaver,1,1,48.62875,20.28375,9.727375,55.14583333,362.4339167
2111,Disappointment Cleaver,1,1,52.78625,19.12333333,14.71504167,243.7625,327.84616669999997
1491,Disappointment Cleaver,1,1,49.99208333,30.82541667,24.7425,271.9333333,276.0485
3789,Disappointment Cleaver,1,1,40.29708333,39.14,9.701375,19.75291667,358.0332917
2093,Disappointment Cleaver,1,1,52.78625,19.12333333,14.71504167,243.7625,327.84616669999997
2442,Emmons-Winthrop,1,0,49.15458333,32.24525,8.580916667,189.9991667,334.19675
5394,Disappointment Cleaver,1,1,33.31875,60.20041667,7.140916667000001,116.29458329999999,227.597125
510,Disappointment Cleaver,1,1,35.25291667,48.96291667,3.89525,235.4966667,248.5455
3743,Disappointment Cleaver,1,1,33.13291667,74.27791667,29.12291667,112.52875,244.1792917
204,Disappointment Cleaver,1,0,37.6425,68.0775,31.28666667,40.02583333,215.14358330000002
490,Disappointment Cleaver,1,1,47.29416667,25.0825,7.66225,208.80083330000002,241.27829169999998
328,Disappointment Cleaver,1,1,23.02125,60.216125,11.10675,13.96916667,90.693
1410,Disappointment Cleaver,1,1,40.04916667,77.10333333,14.9015,245.56375,170.0025833
4512,Emmons-Winthrop,1,1,32.7775,49.44625,2.176375,217.676125,30.99041667
3177,Disappointment Cleaver,1,0,48.49208333,50.48333333,2.755416667,183.66875,328.7606667
4757,Disappointment Cleaver,1,1,28.76875,86.63041667,5.22225,193.9629167,4.549958333
3674,Little Tahoma,1,1,31.90166667,65.75875,9.339041667,177.5125,329.4286667
2464,Disappointment Cleaver,1,1,49.15458333,32.24525,8.580916667,189.9991667,334.19675
3136,Emmons-Winthrop,1,0,48.49208333,50.48333333,2.755416667,183.66875,328.7606667
3658,Emmons-Winthrop,1,1,35.0875,40.37208333,2.47725,149.27625,358.7460833
799,Disappointment Cleaver,1,0,32.07875,66.61916667,33.07875,238.1875,201.78916669999998
